Deployment,Period,Site,ID,FL_mm,Weight_g,Cage,K,Comments
Fall,Post,SM,SM_110719_7,58,1.08,A,0.553528230,NA
Fall,Post,SM,SM_110719_8,68,1.72,A,0.547018115,NA
Fall,Post,SM,SM_110719_9,53,0.66,A,0.443318981,NA
Fall,Post,SM,SM_110719_10,56,0.93,A,0.529564504,NA
Fall,Post,SM,SM_110719_11,65,1.57,A,0.571688666,NA
Fall,Post,SM,SM_110719_12,54,0.69,A,0.438195397,NA
Fall,Post,SM,SM_110719_13,60,1.16,A,0.537037037,NA
Fall,Post,SM,SM_110719_14,67,1.72,A,0.571878855,NA
Fall,Post,SM,SM_110719_15,60,1.30,A,0.601851852,NA
Fall,Post,SM,SM_110719_16,62,1.12,B,0.469940586,NA
Fall,Post,SM,SM_110719_17,63,1.29,B,0.515903010,NA
Fall,Post,SM,SM_110719_18,66,1.79,B,0.622617358,NA
Fall,Post,SM,SM_110719_19,58,0.99,B,0.507400877,NA
Fall,Post,SM,SM_110719_20,58,1.21,B,0.620156628,NA
Fall,Post,SM,SM_110719_21,60,1.14,B,0.527777778,NA
Fall,Post,SM,SM_110719_22,57,1.03,B,0.556176529,NA
Fall,Post,SM,SM_110719_23,58,1.17,B,0.599655582,NA
Fall,Post,SM,SM_110719_24,64,1.42,B,0.541687012,NA
Fall,Post,SM,SM_110719_25,50,0.64,B,0.512000000,NA
Fall,Post,SM,SM_110719_26,55,0.80,B,0.480841473,NA
Fall,Post,SM,SM_110719_27,57,1.06,B,0.572375846,NA
Fall,Post,SM,SM_110719_28,65,1.65,B,0.600819299,NA
Fall,Post,SM,SM_110719_29,58,1.11,B,0.568904014,NA
Fall,Post,SM,SM_110719_30,60,1.30,B,0.601851852,NA
Fall,Post,SM,SM_110719_31,64,1.41,C,0.537872314,Extracted only 1 otolith
Fall,Post,SM,SM_110719_32,51,0.51,C,0.384467512,NA
Fall,Post,SM,SM_110719_33,63,1.50,C,0.599887221,NA
Fall,Post,SM,SM_110719_34,58,1.05,C,0.538152446,NA
Fall,Post,SM,SM_110719_35,60,1.29,C,0.597222222,NA
Fall,Post,SM,SM_110719_36,56,0.90,C,0.512481778,NA
Fall,Post,SM,SM_110719_37,61,1.09,C,0.480216406,NA
Fall,Post,SM,SM_110719_38,70,1.81,C,0.527696793,NA
Fall,Post,SM,SM_110719_39,61,1.17,C,0.515461647,NA
Fall,Post,SM,SM_110719_40,70,1.81,C,0.527696793,NA
Fall,Post,SM,SM_110719_41,70,1.71,C,0.498542274,NA
Fall,Post,SM,SM_110719_42,50,0.64,C,0.512000000,NA
Fall,Post,SM,SM_110719_43,63,1.38,C,0.551896244,NA
Fall,Post,SM,SM_110719_44,66,1.62,C,0.563486101,NA
Fall,Post,SM,SM_110719_45,59,1.23,C,0.598892779,NA
Fall,Post,SM,SM_110619_46,53,1.00,A,0.671695426,Dead on arrival
Fall,Post,SM,SM_110619_47,60,1.22,A,0.564814815,Dead on arrival
Fall,Post,SM,SM_110619_48,50,0.62,A,0.496000000,NA
Fall,Post,SM,SM_110619_49,62,1.37,A,0.574838038,NA
Fall,Post,SM,SM_110619_50,67,1.95,A,0.648351027,NA
Fall,Post,SM,SM_110619_51,63,1.60,A,0.639879703,NA
Fall,Post,SM,SM_110619_52,55,0.92,A,0.552967693,NA
Fall,Post,SM,SM_110619_53,61,1.13,A,0.497839026,NA
Fall,Post,SM,SM_110619_54,61,0.87,A,0.383291994,NA
Fall,Post,SM,SM_110619_55,55,0.63,A,0.378662660,Caudal torn
Fall,Post,SM,SM_110619_56,52,0.65,A,0.462278107,Top of nose sliced off
Fall,Post,SM,SM_110619_57,55,0.89,A,0.534936138,NA
Fall,Post,SM,SM_110619_58,60,1.10,A,0.509259259,NA
Fall,Post,SM,SM_110619_59,54,0.89,A,0.565208556,NA
Fall,Post,SM,SM_110619_60,58,0.79,A,0.404895650,NA
Fall,Post,SM,SM_110619_61,58,0.86,A,0.440772479,NA
Fall,Post,SM,SM_110619_62,61,1.40,A,0.616791714,NA
Fall,Post,SM,SM_110619_63,61,1.24,A,0.546301232,NA
Fall,Post,SM,SM_110619_64,55,0.74,A,0.444778362,NA
Fall,Post,SM,SM_110619_65,63,1.40,A,0.559894740,Red coloring on caudal peduncle
Fall,Post,SM,SM_110619_66,56,0.60,A,0.341654519,NA
Fall,Post,SM,SM_110619_67,56,0.85,A,0.484010569,NA
Fall,Post,SM,SM_110619_68,62,1.15,A,0.482528280,NA
Fall,Post,SM,SM_110619_69,58,0.89,A,0.456148264,NA
Fall,Post,SM,SM_110619_70,60,0.60,A,0.277777778,NA
Fall,Post,SM,SM_110619_71,60,2.23,A,1.032407407,Lower caudal ripped
Fall,Post,SM,SM_110619_72,55,1.09,A,0.655146506,NA
Fall,Post,SM,SM_110619_73,60,1.30,A,0.601851852,NA
Fall,Post,SM,SM_110619_74,59,1.12,A,0.545333262,NA
Fall,Post,SM,SM_110619_75,63,1.34,A,0.535899251,NA
Fall,Post,SM,SM_110619_76,60,1.25,A,0.578703704,NA
Fall,Post,SM,SM_110619_77,65,1.67,A,0.608101957,NA
Fall,Post,SM,SM_110619_78,66,1.44,A,0.500876534,NA
Fall,Post,SM,SM_110619_79,55,0.90,A,0.540946657,NA
Fall,Post,SM,SM_110619_80,53,0.68,A,0.456752890,NA
Fall,Post,SM,SM_110619_81,53,0.77,A,0.517205478,NA
Fall,Post,SM,SM_110619_82,56,0.91,A,0.518176020,Dropped
Fall,Post,SM,SM_110619_83,63,1.40,B,0.559894740,NA
Fall,Post,SM,SM_110619_84,63,1.62,B,0.647878199,NA
Fall,Post,SM,SM_110619_85,60,1.43,B,0.662037037,NA
Fall,Post,SM,SM_110619_86,51,0.75,B,0.565393401,NA
Fall,Post,SM,SM_110619_87,46,0.47,B,0.482863483,NA
Fall,Post,SM,SM_110619_88,54,0.70,B,0.444546055,NA
Fall,Post,SM,SM_110619_89,51,0.72,B,0.542777665,NA
Fall,Post,SM,SM_110619_90,69,2.04,B,0.620987553,NA
Fall,Post,SM,SM_110619_91,63,1.36,B,0.543897747,NA
Fall,Post,SM,SM_110619_92,59,1.15,B,0.559940403,NA
Fall,Post,SM,SM_110619_93,55,0.78,B,0.468820436,NA
Fall,Post,SM,SM_110619_94,63,1.38,B,0.551896244,NA
Fall,Post,SM,SM_110619_95,63,1.66,B,0.663875191,NA
Fall,Post,SM,SM_110619_96,54,0.85,B,0.539805924,NA
Fall,Post,SM,SM_110619_97,48,0.61,B,0.551576968,NA
Fall,Post,SM,SM_110619_98,57,1.13,B,0.610174251,NA
Fall,Post,SM,SM_110619_99,59,1.24,B,0.603761826,NA
Fall,Post,SM,SM_110619_100,61,1.32,B,0.581546473,NA
Fall,Post,SM,SM_110619_101,53,0.78,B,0.523922433,NA
Fall,Post,SM,SM_110619_102,56,0.82,B,0.466927843,NA
Fall,Post,SM,SM_110619_103,72,2.40,B,0.643004115,NA
Fall,Post,SM,SM_110619_104,62,1.43,B,0.600013427,NA
Fall,Post,SM,SM_110619_105,63,1.44,B,0.575891732,NA
Fall,Post,SM,SM_110619_106,54,0.70,B,0.444546055,NA
Fall,Post,SM,SM_110619_107,57,0.91,B,0.491379264,NA
Fall,Post,SM,SM_110619_108,53,0.75,B,0.503771570,NA
Fall,Post,SM,SM_110619_109,57,1.05,B,0.566976074,NA
Fall,Post,SM,SM_110619_110,57,1.02,B,0.550776757,NA
Fall,Post,SM,SM_110619_111,59,1.17,B,0.569678497,NA
Fall,Post,SM,SM_110619_112,67,1.59,B,0.528655453,NA
Fall,Post,SM,SM_110619_113,57,1.01,B,0.545376985,Caudal frayed
Fall,Post,SM,SM_110619_114,60,0.91,B,0.421296296,Caudal frayed
Fall,Post,SM,SM_110619_115,64,1.73,B,0.659942627,NA
Fall,Post,SM,SM_110619_116,64,1.65,B,0.629425049,NA
Fall,Post,SM,SM_110619_117,59,0.96,B,0.467428510,NA
Fall,Post,SM,SM_110619_118,55,1.19,C,0.715251690,NA
Fall,Post,SM,SM_110619_119,64,1.42,C,0.541687012,NA
Fall,Post,SM,SM_110619_120,47,0.47,C,0.452693526,NA
Fall,Post,SM,SM_110619_121,55,0.90,C,0.540946657,NA
Fall,Post,SM,SM_110619_122,52,0.53,C,0.376934456,Gill puncture/damage
Fall,Post,SM,SM_110619_123,67,1.81,C,0.601802748,NA
Fall,Post,SM,SM_110619_124,51,0.69,C,0.520161929,NA
Fall,Post,SM,SM_110619_125,60,1.28,C,0.592592593,NA
Fall,Post,SM,SM_110619_126,59,1.21,C,0.589154685,NA
Fall,Post,SM,SM_110619_127,46,0.70,C,0.719158379,NA
Fall,Post,SM,SM_110619_128,56,0.87,C,0.495399052,NA
Fall,Post,SM,SM_110619_129,68,1.99,C,0.632887238,NA
Fall,Post,SM,SM_110619_130,53,0.74,C,0.497054616,NA
Fall,Post,SM,SM_110619_131,70,1.99,C,0.580174927,NA
Fall,Post,SM,SM_110619_132,55,0.85,C,0.510894065,NA
Fall,Post,SM,SM_110619_133,69,1.69,C,0.514445571,NA
Fall,Post,SM,SM_110619_134,51,0.71,C,0.535239086,NA
Fall,Post,SM,SM_110619_135,55,0.77,C,0.462809917,NA
Fall,Post,SM,SM_110619_136,60,1.03,C,0.476851852,NA
Fall,Post,SM,SM_110619_137,56,0.83,C,0.472622085,NA
Fall,Post,SM,SM_110619_138,52,0.79,C,0.561845699,NA
Fall,Post,SM,SM_110619_139,56,0.94,C,0.535258746,NA
Fall,Post,SM,SM_110619_140,58,1.06,C,0.543277707,NA
Fall,Post,SM,SM_110619_141,55,0.83,C,0.498873028,NA
Fall,Post,SM,SM_110619_142,41,0.27,C,0.391752876,NA
Fall,Post,SM,SM_110619_143,59,1.30,C,0.632976108,NA
Fall,Post,SM,SM_110619_144,52,0.80,C,0.568957670,NA
Fall,Post,SM,SM_110619_145,49,0.54,C,0.458992427,Caudal split to peduncle
Fall,Post,SM,SM_110619_146,68,1.97,C,0.626526562,NA
Fall,Post,SM,SM_110619_147,55,0.83,C,0.498873028,NA
Fall,Post,SM,SM_110619_148,63,1.56,C,0.623882710,NA
Fall,Post,SM,SM_110619_149,60,1.13,C,0.523148148,NA
Fall,Post,SM,SM_110619_150,80,3.32,C,0.648437500,Potentially dead on arrival
Fall,Post,SM,SM_110619_151,71,2.09,C,0.583944053,NA
Fall,Post,SM,SM_110619_152,56,1.20,A,0.683309038,Cage mortality; field weight
Fall,Post,SM,SM_110619_153,44,0.70,B,0.821750563,Cage mortality; field weight
Fall,Post,SM,SM_110619_154,60,1.20,B,0.555555556,Cage mortality; field weight
Fall,Post,SM,SM_110619_155,49,0.80,B,0.679988780,Cage mortality; field weight
Fall,Post,SM,SM_110619_156,59,1.20,B,0.584285638,Cage mortality; field weight
Fall,Post,SM,SM_110619_157,58,1.70,C,0.871294436,CTM fish1; field weight
Fall,Post,SM,SM_110619_158,53,1.40,B,0.940373597,CTM fish2; field weight
Fall,Post,SM,SM_110619_159,60,1.20,B,0.555555556,CTM fish3; field weight
Fall,Post,SM,SM_110619_160,64,1.40,C,0.534057617,CTM fish4; field weight
Fall,Post,SM,SM_110619_161,62,1.30,A,0.545466752,CTM fish5; field weight
Fall,Post,SM,SM_110619_162,74,2.90,C,0.715653564,CTM fish6; field weight
Fall,Post,SM,SM_110619_163,56,1.20,B,0.683309038,CTM fish7; field weight
Fall,Post,SM,SM_110619_164,57,1.10,B,0.593974934,CTM fish8; field weight
Fall,Post,SM,SM_110619_165,55,1.30,A,0.781367393,CTM fish9; field weight
Fall,Post,SM,SM_110619_166,59,1.00,A,0.486904698,CTM fish10; field weight
Fall,Post,Yolo,YB_110719_1,65,1.57,A,0.571688666,NA
Fall,Post,Yolo,YB_110719_2,53,0.83,A,0.557507204,NA
Fall,Post,Yolo,YB_110719_3,60,1.17,A,0.541666667,NA
Fall,Post,Yolo,YB_110719_4,50,0.59,A,0.472000000,NA
Fall,Post,Yolo,YB_110719_5,57,1.02,A,0.550776757,NA
Fall,Post,Yolo,YB_110719_6,59,1.09,A,0.530726121,NA
Fall,Post,Yolo,YB_110719_7,60,1.03,A,0.476851852,NA
Fall,Post,Yolo,YB_110719_8,65,1.41,A,0.513427401,NA
Fall,Post,Yolo,YB_110719_9,57,1.04,A,0.561576301,NA
Fall,Post,Yolo,YB_110719_10,60,1.21,A,0.560185185,NA
Fall,Post,Yolo,YB_110719_11,52,0.85,A,0.604517524,NA
Fall,Post,Yolo,YB_110719_12,64,1.68,A,0.640869141,NA
Fall,Post,Yolo,YB_110719_13,53,1.80,A,1.209051768,NA
Fall,Post,Yolo,YB_110719_14,51,0.62,A,0.467391878,NA
Fall,Post,Yolo,YB_110719_15,71,2.25,A,0.628647904,NA
Fall,Post,Yolo,YB_110719_16,59,1.31,B,0.637845155,NA
Fall,Post,Yolo,YB_110719_17,63,1.61,B,0.643878951,NA
Fall,Post,Yolo,YB_110719_18,57,1.10,B,0.593974934,NA
Fall,Post,Yolo,YB_110719_19,56,0.98,B,0.558035714,NA
Fall,Post,Yolo,YB_110719_20,61,1.52,B,0.669659575,NA
Fall,Post,Yolo,YB_110719_21,62,1.42,B,0.595817529,NA
Fall,Post,Yolo,YB_110719_22,53,0.72,B,0.483620707,NA
Fall,Post,Yolo,YB_110719_23,60,1.17,B,0.541666667,NA
Fall,Post,Yolo,YB_110719_24,65,1.74,B,0.633591261,NA
Fall,Post,Yolo,YB_110719_25,60,1.21,B,0.560185185,NA
Fall,Post,Yolo,YB_110719_26,57,1.08,B,0.583175390,NA
Fall,Post,Yolo,YB_110719_27,64,1.45,B,0.553131104,NA
Fall,Post,Yolo,YB_110719_28,61,1.29,B,0.568329508,NA
Fall,Post,Yolo,YB_110719_29,66,1.79,B,0.622617358,NA
Fall,Post,Yolo,YB_110719_30,64,1.54,B,0.587463379,NA
Fall,Post,Yolo,YB_110719_31,64,1.63,C,0.621795654,NA
Fall,Post,Yolo,YB_110719_32,53,0.81,C,0.544073295,NA
Fall,Post,Yolo,YB_110719_33,59,1.08,C,0.525857074,NA
Fall,Post,Yolo,YB_110719_34,57,1.12,C,0.604774479,Right side gill missing
Fall,Post,Yolo,YB_110719_35,53,0.86,C,0.577658067,NA
Fall,Post,Yolo,YB_110719_36,61,1.37,C,0.603574749,NA
Fall,Post,Yolo,YB_110719_37,56,1.96,C,1.116071429,NA
Fall,Post,Yolo,YB_110719_38,65,1.83,C,0.666363223,NA
Fall,Post,Yolo,YB_110719_39,58,1.20,C,0.615031367,NA
Fall,Post,Yolo,YB_110719_40,59,1.21,C,0.589154685,NA
Fall,Post,Yolo,YB_110719_41,58,1.05,C,0.538152446,NA
Fall,Post,Yolo,YB_110719_42,67,1.63,C,0.541954961,NA
Fall,Post,Yolo,YB_110719_43,62,1.27,C,0.532879057,NA
Fall,Post,Yolo,YB_110719_44,66,1.85,C,0.643487214,NA
Fall,Post,Yolo,YB_110719_45,62,1.33,C,0.558054446,NA
Fall,Post,Yolo,YB_110719_46,58,1.27,A,0.650908196,Dead on arrival/Dead on arrival
Fall,Post,Yolo,YB_110719_47,59,1.49,A,0.725488000,Dead on arrival
Fall,Post,Yolo,YB_110719_48,54,0.84,A,0.533455266,NA
Fall,Post,Yolo,YB_110719_49,63,1.33,A,0.531900003,NA
Fall,Post,Yolo,YB_110719_50,60,1.19,A,0.550925926,NA
Fall,Post,Yolo,YB_110719_51,63,1.26,A,0.503905266,NA
Fall,Post,Yolo,YB_110719_52,66,1.68,A,0.584355956,NA
Fall,Post,Yolo,YB_110719_53,61,1.23,A,0.541895577,NA
Fall,Post,Yolo,YB_110719_54,60,1.25,A,0.578703704,NA
Fall,Post,Yolo,YB_110719_55,64,1.54,A,0.587463379,NA
Fall,Post,Yolo,YB_110719_56,59,1.24,A,0.603761826,NA
Fall,Post,Yolo,YB_110719_57,61,1.14,A,0.502244681,NA
Fall,Post,Yolo,YB_110719_58,61,1.40,A,0.616791714,NA
Fall,Post,Yolo,YB_110719_59,55,0.90,A,0.540946657,NA
Fall,Post,Yolo,YB_110719_60,66,1.51,A,0.525224699,NA
Fall,Post,Yolo,YB_110719_61,60,1.40,A,0.648148148,NA
Fall,Post,Yolo,YB_110719_62,65,1.61,A,0.586253983,NA
Fall,Post,Yolo,YB_110719_63,54,0.94,A,0.596961845,NA
Fall,Post,Yolo,YB_110719_64,47,0.51,A,0.491220635,NA
Fall,Post,Yolo,YB_110719_65,62,1.33,A,0.558054446,NA
Fall,Post,Yolo,YB_110719_66,50,0.55,A,0.440000000,NA
Fall,Post,Yolo,YB_110719_67,44,1.23,A,1.443933133,Diamond shaped/Spinal deformation
Fall,Post,Yolo,YB_110719_68,63,1.61,A,0.643878951,NA
Fall,Post,Yolo,YB_110719_69,64,1.79,A,0.682830811,NA
Fall,Post,Yolo,YB_110719_70,65,1.60,A,0.582612654,NA
Fall,Post,Yolo,YB_110719_71,55,0.87,A,0.522915101,NA
Fall,Post,Yolo,YB_110719_72,60,1.15,A,0.532407407,NA
Fall,Post,Yolo,YB_110719_73,63,1.65,A,0.659875943,NA
Fall,Post,Yolo,YB_110719_74,65,1.79,A,0.651797906,NA
Fall,Post,Yolo,YB_110719_75,54,0.86,A,0.546156582,NA
Fall,Post,Yolo,YB_110719_76,53,0.89,A,0.597808930,NA
Fall,Post,Yolo,YB_110719_77,47,0.53,A,0.510484189,NA
Fall,Post,Yolo,YB_110719_78,60,1.20,A,0.555555556,NA
Fall,Post,Yolo,YB_110719_79,63,1.68,A,0.671873688,NA
Fall,Post,Yolo,YB_110719_80,60,1.51,A,0.699074074,Dead on arrival
Fall,Post,Yolo,YB_110719_81,58,1.20,A,0.615031367,Gill puncture/damage
Fall,Post,Yolo,YB_110719_82,56,0.82,A,0.466927843,NA
Fall,Post,Yolo,YB_110719_83,61,1.25,B,0.550706887,NA
Fall,Post,Yolo,YB_110719_84,60,1.30,B,0.601851852,NA
Fall,Post,Yolo,YB_110719_85,52,0.78,B,0.554733728,NA
Fall,Post,Yolo,YB_110719_86,59,1.21,B,0.589154685,NA
Fall,Post,Yolo,YB_110719_87,51,0.77,B,0.580470558,NA
Fall,Post,Yolo,YB_110719_88,66,1.47,B,0.511311462,NA
Fall,Post,Yolo,YB_110719_89,46,0.54,B,0.554779321,NA
Fall,Post,Yolo,YB_110719_90,56,0.95,B,0.540952988,NA
Fall,Post,Yolo,YB_110719_91,58,1.04,B,0.533027184,NA
Fall,Post,Yolo,YB_110719_92,65,1.41,B,0.513427401,NA
Fall,Post,Yolo,YB_110719_93,67,1.58,B,0.525330576,NA
Fall,Post,Yolo,YB_110719_94,51,0.85,B,0.640779187,NA
Fall,Post,Yolo,YB_110719_95,54,0.86,B,0.546156582,NA
Fall,Post,Yolo,YB_110719_96,53,0.83,B,0.557507204,NA
Fall,Post,Yolo,YB_110719_97,61,1.37,B,0.603574749,NA
Fall,Post,Yolo,YB_110719_98,63,1.57,B,0.627881958,NA
Fall,Post,Yolo,YB_110719_99,58,1.20,B,0.615031367,NA
Fall,Post,Yolo,YB_110719_100,63,1.51,B,0.603886469,NA
Fall,Post,Yolo,YB_110719_101,50,0.61,B,0.488000000,NA
Fall,Post,Yolo,YB_110719_102,60,1.21,B,0.560185185,NA
Fall,Post,Yolo,YB_110719_103,61,1.50,B,0.660848265,NA
Fall,Post,Yolo,YB_110719_104,60,1.27,B,0.587962963,NA
Fall,Post,Yolo,YB_110719_105,58,1.18,B,0.604780844,NA
Fall,Post,Yolo,YB_110719_106,58,1.20,B,0.615031367,NA
Fall,Post,Yolo,YB_110719_107,63,1.63,B,0.651877447,NA
Fall,Post,Yolo,YB_110719_108,62,1.37,B,0.574838038,NA
Fall,Post,Yolo,YB_110719_109,56,0.99,B,0.563729956,NA
Fall,Post,Yolo,YB_110719_110,56,0.96,B,0.546647230,NA
Fall,Post,Yolo,YB_110719_111,60,1.06,B,0.490740741,NA
Fall,Post,Yolo,YB_110719_112,65,1.79,B,0.651797906,NA
Fall,Post,Yolo,YB_110719_113,54,0.78,B,0.495351318,NA
Fall,Post,Yolo,YB_110719_114,60,1.24,B,0.574074074,NA
Fall,Post,Yolo,YB_110719_115,60,1.40,B,0.648148148,NA
Fall,Post,Yolo,YB_110719_116,64,1.57,B,0.598907471,NA
Fall,Post,Yolo,YB_110719_117,59,1.19,B,0.579416591,NA
Fall,Post,Yolo,YB_110719_118,50,0.62,B,0.496000000,NA
Fall,Post,Yolo,YB_110719_119,53,0.89,B,0.597808930,NA
Fall,Post,Yolo,YB_110719_120,62,1.52,B,0.637776510,NA
Fall,Post,Yolo,YB_110719_121,52,0.80,B,0.568957670,NA
Fall,Post,Yolo,YB_110719_122,56,0.98,B,0.558035714,NA
Fall,Post,Yolo,YB_110719_123,75,2.74,C,0.649481481,Dying in bucket
Fall,Post,Yolo,YB_110719_124,56,0.89,C,0.506787536,NA
Fall,Post,Yolo,YB_110719_125,53,0.87,C,0.584375021,NA
Fall,Post,Yolo,YB_110719_126,58,1.21,C,0.620156628,NA
Fall,Post,Yolo,YB_110719_127,59,1.12,C,0.545333262,NA
Fall,Post,Yolo,YB_110719_128,56,0.92,C,0.523870262,NA
Fall,Post,Yolo,YB_110719_129,59,1.90,C,0.925118926,NA
Fall,Post,Yolo,YB_110719_130,54,0.98,C,0.622364477,NA
Fall,Post,Yolo,YB_110719_131,69,2.29,C,0.697088969,NA
Fall,Post,Yolo,YB_110719_132,55,0.83,C,0.498873028,NA
Fall,Post,Yolo,YB_110719_133,59,1.07,C,0.520988027,NA
Fall,Post,Yolo,YB_110719_134,60,1.22,C,0.564814815,Missing nose/sliced off
Fall,Post,Yolo,YB_110719_135,65,1.73,C,0.629949932,NA
Fall,Post,Yolo,YB_110719_136,54,0.90,C,0.571559214,NA
Fall,Post,Yolo,YB_110719_137,65,1.91,C,0.695493855,NA
Fall,Post,Yolo,YB_110719_138,65,1.83,C,0.666363223,NA
Fall,Post,Yolo,YB_110719_139,59,1.21,C,0.589154685,NA
Fall,Post,Yolo,YB_110719_140,62,1.43,C,0.600013427,NA
Fall,Post,Yolo,YB_110719_141,60,1.30,C,0.601851852,NA
Fall,Post,Yolo,YB_110719_142,60,1.25,C,0.578703704,NA
Fall,Post,Yolo,YB_110719_143,49,0.55,C,0.467492286,NA
Fall,Post,Yolo,YB_110719_144,58,1.16,C,0.594530321,NA
Fall,Post,Yolo,YB_110719_145,65,1.72,C,0.626308603,NA
Fall,Post,Yolo,YB_110719_146,58,1.10,C,0.563778753,Caudal split to peduncle
Fall,Post,Yolo,YB_110719_147,58,1.04,C,0.533027184,NA
Fall,Post,Yolo,YB_110719_148,60,1.23,C,0.569444444,NA
Fall,Post,Yolo,YB_110719_149,58,1.20,C,0.615031367,NA
Fall,Post,Yolo,YB_110719_150,61,1.39,C,0.612386059,NA
Fall,Post,Yolo,YB_110719_151,71,1.29,C,0.360424798,NA
Fall,Post,Yolo,YB_110719_152,70,2.05,C,0.597667638,Dead on arrival
Fall,Post,Yolo,YB_110719_153,62,1.37,C,0.574838038,NA
Fall,Post,Yolo,YB_110719_154,60,1.23,C,0.569444444,NA
Fall,Post,Yolo,YB_110719_155,60,1.24,C,0.574074074,NA
Fall,Post,Yolo,YB_110719_156,59,1.13,C,0.550202309,NA
Fall,Post,Yolo,YB_110719_157,48,0.55,C,0.497323495,NA
Fall,Post,Yolo,YB_110719_158,62,1.63,C,0.683931389,NA
Fall,Post,Yolo,YB_110719_159,56,1.03,C,0.586506924,NA
Fall,Post,Yolo,YB_110719_160,54,0.97,C,0.616013819,Sliced at gills/Dead in cage
Fall,Post,Yolo,YB_110719_161,57,1.19,C,0.642572883,Dead in cage
